Subject Age Group,Weapon Type,Officer YOB,Officer Gender,Officer Race,Subject Perceived Race,Subject Perceived Gender,Initial Call Type,Arrest Flag,Frisk Flag,Reported_year
46 - 55,None,1986,Male,White,White,Male,ASLT - CRITICAL (NO SHOOTINGS),0,0,2017
18 - 25,None,1993,Male,White,White,Male,"NARCOTICS - VIOLATIONS (LOITER, USE, SELL, NARS)",0,0,2017
26 - 35,None,1988,Male,White,Multi-Racial,Male,"NARCOTICS - VIOLATIONS (LOITER, USE, SELL, NARS)",0,0,2017
26 - 35,None,1976,Male,Black or African American,White,Female,BURG - OCCUPIED RESD,0,0,2017
26 - 35,None,1987,Male,White,White,Male,SUSPICIOUS STOP - OFFICER INITIATED ONVIEW,0,0,2017
18 - 25,None,1993,Male,White,White,Female,"NARCOTICS - VIOLATIONS (LOITER, USE, SELL, NARS)",0,0,2017
18 - 25,None,1991,Female,White,Black or African American,Male,SHOPLIFT - THEFT,0,1,2017
36 - 45,None,1986,Male,White,White,Male,"SUSPICIOUS PERSON, VEHICLE, OR INCIDENT",0,0,2017
46 - 55,Lethal Cutting Instrument,1987,Female,White,Black or African American,Male,THREATS (INCLS IN-PERSON/BY PHONE/IN WRITING),0,1,2017
46 - 55,None,1982,Male,White,White,Female,BURG - OCCUPIED RESD,0,0,2017
36 - 45,None,1991,Female,White,White,Male,ASLT - DV CRITICAL,0,0,2017
36 - 45,None,1995,Male,Asian,White,Male,THREATS (INCLS IN-PERSON/BY PHONE/IN WRITING),0,0,2017
56 and Above,None,1983,Male,White,Black or African American,Male,"UNDERCOVER OPS, CAUTION (INCLUDES STAKEOUTS)",0,0,2017
26 - 35,None,1982,Male,Two or More Races,White,Male,DISTURBANCE,0,0,2017
46 - 55,None,1983,Male,White,Black or African American,Male,"UNDERCOVER OPS, CAUTION (INCLUDES STAKEOUTS)",0,0,2017
46 - 55,None,1988,Male,White,Asian,Male,FIGHT - PHYSICAL (NO WEAPONS),0,1,2017
46 - 55,None,1992,Male,White,Asian,Male,SEX IN PUBLIC PLACE (INCL MASTURBATION),0,0,2017
18 - 25,None,1990,Male,White,White,Female,THEFT (DOES NOT INCLUDE SHOPLIFT OR SVCS),0,0,2017
36 - 45,None,1981,Male,Hispanic,Black or African American,Female,"SUSPICIOUS PERSON, VEHICLE, OR INCIDENT",0,0,2017
18 - 25,None,1982,Male,Two or More Races,White,Female,DISTURBANCE,0,0,2017
26 - 35,None,1993,Male,Two or More Races,Black or African American,Male,UNKNOWN - ANI/ALI - LANDLINE (INCLUDES OPEN LINE),0,0,2017
46 - 55,None,1985,Male,White,White,Male,DISTURBANCE,0,0,2017
26 - 35,None,1992,Male,White,White,Male,SEX IN PUBLIC PLACE (INCL MASTURBATION),0,0,2017
18 - 25,None,1980,Male,Two or More Races,White,Male,DISTURBANCE,0,0,2017
46 - 55,None,1964,Male,White,White,Male,TRESPASS,0,0,2017
46 - 55,None,1995,Male,Asian,White,Male,HELP THE OFFICER,0,0,2017
46 - 55,None,1975,Male,White,White,Female,"NARCOTICS - VIOLATIONS (LOITER, USE, SELL, NARS)",0,0,2017
36 - 45,None,1967,Male,White,White,Male,"ALARM - COMM, SILENT/AUD BURG (INCL BANKS)",0,0,2017
46 - 55,None,1983,Male,White,Black or African American,Female,"UNDERCOVER OPS, CAUTION (INCLUDES STAKEOUTS)",0,0,2017
36 - 45,None,1985,Male,White,White,Female,TRESPASS,0,1,2017
18 - 25,None,1973,Male,White,White,Male,DISTURBANCE,0,0,2017
26 - 35,None,1986,Male,White,White,Male,ASLT - CRITICAL (NO SHOOTINGS),0,0,2017
18 - 25,None,1970,Male,White,American Indian or Alaska Native,Female,OBS - FIGHT - IP - PHYSICAL (NO WEAPONS),0,0,2017
36 - 45,None,1992,Female,White,Black or African American,Male,SUSPICIOUS STOP - OFFICER INITIATED ONVIEW,0,0,2017
26 - 35,None,1986,Male,White,White,Male,DISTURBANCE,0,0,2017
46 - 55,None,1990,Male,White,Black or African American,Male,TRESPASS,0,0,2017
18 - 25,None,1970,Male,White,Black or African American,Male,OBS - FIGHT - IP - PHYSICAL (NO WEAPONS),0,0,2017
36 - 45,None,1987,Male,White,Black or African American,Male,DISTURBANCE - DV CRITICAL,0,1,2017
46 - 55,None,1984,Male,White,Black or African American,Male,"NARCOTICS - VIOLATIONS (LOITER, USE, SELL, NARS)",0,0,2017
56 and Above,None,1974,Male,White,Black or African American,Female,FIGHT - CRITICAL WITH WEAPONS,0,1,2017
26 - 35,None,1976,Male,White,American Indian or Alaska Native,Female,DISTURBANCE,0,0,2017
26 - 35,None,1994,Male,White,White,Female,ASLT - CRITICAL (NO SHOOTINGS),0,0,2017
36 - 45,None,1986,Male,White,Black or African American,Male,OBS - PROWLER - IP/JO,0,1,2017
26 - 35,None,1990,Male,Two or More Races,White,Male,DISTURBANCE - DV - NO ASLT,0,0,2017
46 - 55,None,1986,Male,White,American Indian or Alaska Native,Male,ORDER - CRITICAL VIOLATION OF DV COURT ORDER,0,0,2017
26 - 35,None,1993,Male,Two or More Races,White,Male,ROBBERY (INCL STRONG ARM),0,0,2017
26 - 35,None,1991,Male,White,Black or African American,Male,NUISANCE,0,1,2017
46 - 55,None,1973,Male,White,White,Female,PERSON IN BEHAVIORAL/EMOTIONAL CRISIS,0,1,2017
36 - 45,None,1989,Male,White,White,Male,PROPERTY - DAMAGE,0,0,2017
26 - 35,None,1990,Male,Two or More Races,White,Female,DISTURBANCE - DV - NO ASLT,0,0,2017
26 - 35,None,1989,Male,White,Black or African American,Male,SHOPLIFT - THEFT,0,0,2017
46 - 55,None,1973,Male,White,Black or African American,Male,ASLT - DV CRITICAL,0,0,2017
46 - 55,None,1989,Male,White,Hispanic,Male,"SUSPICIOUS PERSON, VEHICLE, OR INCIDENT",0,0,2017
26 - 35,None,1991,Female,Two or More Races,White,Male,"NARCOTICS - VIOLATIONS (LOITER, USE, SELL, NARS)",0,0,2017
36 - 45,None,1991,Male,White,American Indian or Alaska Native,Male,SHOPLIFT - THEFT,0,1,2017
18 - 25,None,1990,Male,Hispanic,Black or African American,Male,TRAFFIC STOP - OFFICER INITIATED ONVIEW,0,0,2017
26 - 35,None,1986,Male,White,White,Male,OBS - DOWN - CHECK FOR PERSON DOWN,0,0,2017
36 - 45,None,1988,Male,White,Hispanic,Male,OBS - FIGHT - IP - PHYSICAL (NO WEAPONS),0,0,2017
26 - 35,None,1984,Male,White,White,Male,WARRANT - FELONY PICKUP,0,0,2017
46 - 55,None,1988,Male,White,White,Male,ASLT - DV CRITICAL,0,0,2017
36 - 45,None,1992,Male,Declined to Answer,White,Male,PROPERTY - DAMAGE,0,0,2017
26 - 35,None,1991,Female,Two or More Races,White,Female,"NARCOTICS - VIOLATIONS (LOITER, USE, SELL, NARS)",0,0,2017
26 - 35,None,1980,Male,White,White,Female,SERVICE - WELFARE CHECK,0,0,2017
36 - 45,None,1990,Female,White,White,Male,ROBBERY - CRITICAL (INCLUDES STRONG ARM),0,1,2017
26 - 35,None,1992,Male,Declined to Answer,White,Male,FIGHT - CRITICAL WITH WEAPONS,0,0,2017
18 - 25,None,1987,Male,Two or More Races,White,Male,BURG - OCCUPIED RESD,0,0,2017
18 - 25,None,1992,Male,Declined to Answer,White,Female,FIGHT - CRITICAL WITH WEAPONS,0,0,2017
36 - 45,None,1986,Male,White,White,Male,UNKNOWN - COMPLAINT OF UNKNOWN NATURE,0,0,2017
26 - 35,None,1986,Male,White,White,Male,OVERDOSE,0,0,2017
26 - 35,None,1984,Male,White,Black or African American,Female,SHOPLIFT - THEFT,0,0,2017
26 - 35,None,1987,Male,White,White,Male,TRESPASS,0,0,2017
46 - 55,None,1978,Male,White,White,Male,"OBS WEAPN-IP/JO-GUN,DEADLY WPN (NO THRT/ASLT/DIST)",0,1,2017
26 - 35,None,1986,Male,White,Black or African American,Male,UNKNOWN - COMPLAINT OF UNKNOWN NATURE,0,0,2017
56 and Above,None,1986,Male,White,White,Male,DISTURBANCE,0,0,2017
46 - 55,None,1987,Female,White,Black or African American,Male,SUSPICIOUS STOP - OFFICER INITIATED ONVIEW,0,0,2017
46 - 55,None,1995,Male,Asian,Hispanic,Male,DISTURBANCE,0,0,2017
26 - 35,None,1992,Male,White,Hispanic,Male,DISTURBANCE - DV CRITICAL,0,0,2017
36 - 45,None,1992,Male,White,White,Male,TRAFFIC - ROAD RAGE,0,0,2017
46 - 55,None,1977,Male,White,Other,Male,THEFT (DOES NOT INCLUDE SHOPLIFT OR SVCS),0,0,2017
26 - 35,None,1985,Male,Two or More Races,American Indian or Alaska Native,Male,DISTURBANCE - DV CRITICAL,0,0,2017
36 - 45,None,1986,Male,White,Black or African American,Male,ASLT - CRITICAL (NO SHOOTINGS),0,0,2017
36 - 45,Lethal Cutting Instrument,1967,Male,White,White,Male,TRESPASS,0,1,2017
26 - 35,None,1984,Male,White,Asian,Male,HAZ - POTENTIAL THRT TO PHYS SAFETY,0,0,2017
18 - 25,None,1984,Male,White,Black or African American,Female,FIGHT - CRITICAL WITH WEAPONS,0,1,2017
26 - 35,None,1988,Male,White,Unknown,Female,ASLT - CRITICAL (NO SHOOTINGS),0,0,2017
26 - 35,None,1986,Male,White,White,Male,THEFT (DOES NOT INCLUDE SHOPLIFT OR SVCS),0,0,2017
36 - 45,Lethal Cutting Instrument,1991,Male,White,White,Female,"OBS WEAPN-IP/JO-GUN,DEADLY WPN (NO THRT/ASLT/DIST)",0,0,2017
36 - 45,None,1980,Male,White,White,Male,AUTO RECOVERY,0,1,2017
18 - 25,None,1984,Male,White,Black or African American,Male,FIGHT - CRITICAL WITH WEAPONS,0,1,2017
18 - 25,None,1962,Male,White,Black or African American,Male,ASLT - CRITICAL (NO SHOOTINGS),0,0,2017
36 - 45,Lethal Cutting Instrument,1988,Male,White,Black or African American,Male,ASLT - CRITICAL (NO SHOOTINGS),0,1,2017
18 - 25,Handgun,1987,Male,Hispanic,White,Male,"OBS WEAPN-IP/JO-GUN,DEADLY WPN (NO THRT/ASLT/DIST)",0,1,2017
18 - 25,None,1984,Male,White,Black or African American,Male,BOMB THREATS - CRITICAL,0,1,2017
18 - 25,None,1984,Male,White,Black or African American,Female,SHOPLIFT - THEFT,0,0,2017
26 - 35,None,1977,Male,White,Black or African American,Male,ASLT - CRITICAL (NO SHOOTINGS),0,0,2017
26 - 35,None,1971,Male,White,White,Male,OBS - FIGHT - IP - PHYSICAL (NO WEAPONS),0,0,2017
18 - 25,None,1988,Male,White,Unknown,Female,SUSPICIOUS STOP - OFFICER INITIATED ONVIEW,0,0,2017
46 - 55,None,1983,Male,White,White,Male,"OBS WEAPN-IP/JO-GUN,DEADLY WPN (NO THRT/ASLT/DIST)",0,1,2017
46 - 55,None,1993,Male,White,Black or African American,Male,"ALARM - COMM, HOLD-UP/PANIC (EXCEPT BANKS)",0,1,2017
26 - 35,None,1993,Male,White,White,Male,WARRANT - FELONY PICKUP,0,1,2017
36 - 45,None,1992,Male,Declined to Answer,Black or African American,Male,DISTURBANCE - DV - NO ASLT,0,0,2017
26 - 35,None,1991,Male,White,White,Male,ASLT - CRITICAL (NO SHOOTINGS),0,1,2017
26 - 35,None,1990,Male,White,Black or African American,Male,TRAFFIC STOP - OFFICER INITIATED ONVIEW,0,0,2017
46 - 55,Lethal Cutting Instrument,1983,Male,White,White,Male,ORDER - CRITICAL VIOLATION OF DV COURT ORDER,0,1,2017
46 - 55,None,1993,Male,White,White,Male,TRESPASS,0,0,2017
26 - 35,None,1988,Male,White,Black or African American,Male,THEFT (DOES NOT INCLUDE SHOPLIFT OR SVCS),0,0,2017
46 - 55,None,1965,Male,Asian,Black or African American,Male,DISTURBANCE,0,1,2017
18 - 25,None,1990,Male,Hispanic,White,Female,TRESPASS,0,0,2017
36 - 45,None,1971,Male,White,Black or African American,Male,"SUSPICIOUS PERSON, VEHICLE, OR INCIDENT",0,1,2017
46 - 55,None,1974,Male,White,White,Male,SHOPLIFT - THEFT,0,0,2017
46 - 55,None,1986,Male,White,Black or African American,Male,"OBS WEAPN-IP/JO-GUN,DEADLY WPN (NO THRT/ASLT/DIST)",0,1,2017
26 - 35,None,1979,Male,White,White,Male,THEFT (DOES NOT INCLUDE SHOPLIFT OR SVCS),0,0,2017
26 - 35,None,1983,Male,White,White,Male,SERVICE - WELFARE CHECK,0,0,2017
26 - 35,None,1988,Female,White,White,Female,SUSPICIOUS STOP - OFFICER INITIATED ONVIEW,0,0,2017
18 - 25,None,1989,Male,Asian,White,Male,PROPERTY - DAMAGE,0,0,2017
26 - 35,None,1979,Male,White,White,Male,FOLLOW UP,0,0,2017
26 - 35,None,1982,Male,White,Hispanic,Male,SUSPICIOUS STOP - OFFICER INITIATED ONVIEW,0,1,2017
26 - 35,None,1990,Male,Hispanic,American Indian or Alaska Native,Female,BURG - COMM BURGLARY,0,0,2017
26 - 35,None,1985,Male,White,White,Male,"SUSPICIOUS PERSON, VEHICLE, OR INCIDENT",0,1,2017
46 - 55,None,1991,Male,White,White,Female,OBS - FIGHT - VERBAL/ORAL (NO WEAPONS),0,0,2017
26 - 35,None,1988,Male,Asian,Black or African American,Male,DISTURBANCE - DV CRITICAL,0,1,2017
36 - 45,None,1991,Male,White,White,Male,OBS - FIGHT - VERBAL/ORAL (NO WEAPONS),0,0,2017
26 - 35,None,1985,Male,White,White,Male,"SUSPICIOUS PERSON, VEHICLE, OR INCIDENT",0,0,2017
26 - 35,None,1991,Male,Declined to Answer,Black or African American,Female,OBS - DOWN - CHECK FOR PERSON DOWN,0,0,2017
26 - 35,Lethal Cutting Instrument,1984,Male,White,Black or African American,Male,DISTURBANCE,0,0,2017
18 - 25,None,1976,Male,Black or African American,White,Male,"WEAPN - GUN,DEADLY WPN (NO THRTS/ASLT/DIST)",0,1,2017
26 - 35,None,1992,Male,White,White,Male,HAZ - POTENTIAL THRT TO PHYS SAFETY,0,1,2017
36 - 45,None,1967,Male,White,Black or African American,Male,"SUSPICIOUS PERSON, VEHICLE, OR INCIDENT",0,1,2017
26 - 35,None,1986,Male,White,Black or African American,Male,SERVICE - WELFARE CHECK,0,0,2017
36 - 45,None,1984,Male,White,Black or African American,Male,SHOPLIFT - THEFT,0,0,2017
36 - 45,None,1990,Female,White,Multi-Racial,Male,THREATS (INCLS IN-PERSON/BY PHONE/IN WRITING),0,1,2017
18 - 25,None,1983,Male,White,Black or African American,Male,ASLT - CRITICAL (NO SHOOTINGS),0,1,2017
18 - 25,None,1987,Male,White,American Indian or Alaska Native,Male,THEFT (DOES NOT INCLUDE SHOPLIFT OR SVCS),0,0,2017
56 and Above,None,1993,Male,Two or More Races,Asian,Male,THREATS (INCLS IN-PERSON/BY PHONE/IN WRITING),0,0,2017
36 - 45,Lethal Cutting Instrument,1977,Male,White,White,Male,THREATS (INCLS IN-PERSON/BY PHONE/IN WRITING),0,1,2017
18 - 25,None,1981,Male,White,Hispanic,Male,SHOPLIFT - THEFT,0,0,2017
26 - 35,None,1982,Male,Native Hawaiian or Other Pacific Islander,White,Female,DISTURBANCE - DV CRITICAL,0,0,2017
26 - 35,None,1991,Female,Two or More Races,Multi-Racial,Male,OBS - PROWLER - IP/JO,0,1,2017
26 - 35,None,1991,Female,Two or More Races,White,Male,OBS - PROWLER - IP/JO,0,1,2017
36 - 45,None,1991,Male,Declined to Answer,Unknown,Male,NARCOTICS WARRANT SERVICE,0,1,2017
26 - 35,None,1987,Female,White,White,Male,SHOPLIFT - THEFT,0,0,2017
36 - 45,None,1971,Male,White,Hispanic,Male,TRAFFIC STOP - OFFICER INITIATED ONVIEW,0,0,2017
18 - 25,None,1991,Male,Declined to Answer,Unknown,Female,NARCOTICS WARRANT SERVICE,0,1,2017
26 - 35,None,1991,Male,Declined to Answer,Unknown,Female,NARCOTICS WARRANT SERVICE,0,1,2017
26 - 35,None,1987,Male,White,Black or African American,Male,OBS - FIGHT - IP - PHYSICAL (NO WEAPONS),0,0,2017
36 - 45,None,1987,Male,White,Black or African American,Female,OBS - FIGHT - IP - PHYSICAL (NO WEAPONS),0,0,2017
36 - 45,None,1963,Male,White,Black or African American,Male,"SUSPICIOUS PERSON, VEHICLE, OR INCIDENT",0,0,2017
26 - 35,None,1987,Male,White,White,Male,OBS - FIGHT - IP - PHYSICAL (NO WEAPONS),0,0,2017
26 - 35,None,1982,Male,White,White,Male,BURG - OCCUPIED RESD,0,1,2017
26 - 35,Lethal Cutting Instrument,1992,Female,White,White,Male,DISTURBANCE - DV - NO ASLT,0,1,2017
36 - 45,None,1978,Male,White,White,Male,ASLT - CRITICAL (NO SHOOTINGS),0,1,2017
18 - 25,None,1991,Female,White,White,Male,"NARCOTICS - VIOLATIONS (LOITER, USE, SELL, NARS)",0,0,2017
46 - 55,None,1993,Male,Two or More Races,White,Male,ORDER - CRITICAL VIOLATION OF DV COURT ORDER,0,0,2017
18 - 25,None,1988,Female,White,White,Male,OBS - BURG - IP/JO - COMM BURG (INCLUDES SCHOOLS),0,0,2017
26 - 35,None,1971,Female,White,Black or African American,Male,SHOPLIFT - THEFT,0,0,2017
36 - 45,None,1982,Male,White,American Indian or Alaska Native,Male,THREATS (INCLS IN-PERSON/BY PHONE/IN WRITING),0,0,2017
26 - 35,None,1993,Male,White,White,Female,SUSPICIOUS STOP - OFFICER INITIATED ONVIEW,0,1,2017
26 - 35,None,1989,Male,Declined to Answer,Asian,Male,TRESPASS,0,0,2017
56 and Above,None,1971,Male,White,White,Male,BURG - COMM BURGLARY,0,0,2017
36 - 45,Lethal Cutting Instrument,1986,Male,White,White,Male,PERSON IN BEHAVIORAL/EMOTIONAL CRISIS,0,1,2017
26 - 35,None,1991,Female,White,White,Female,"NARCOTICS - VIOLATIONS (LOITER, USE, SELL, NARS)",0,0,2017
26 - 35,Lethal Cutting Instrument,1991,Male,White,White,Male,"OBS WEAPN-IP/JO-GUN,DEADLY WPN (NO THRT/ASLT/DIST)",0,0,2017
18 - 25,None,1992,Male,White,Black or African American,Female,OBS - FIGHT - IP - PHYSICAL (NO WEAPONS),0,0,2017
56 and Above,None,1991,Male,Declined to Answer,Black or African American,Female,DISTURBANCE - DV CRITICAL,0,0,2017
36 - 45,Lethal Cutting Instrument,1969,Male,White,American Indian or Alaska Native,Male,WARRANT - MISD PICKUP,0,0,2017
18 - 25,None,1989,Male,White,Black or African American,Male,ASLT - CRITICAL (NO SHOOTINGS),0,1,2017
26 - 35,Lethal Cutting Instrument,1967,Male,White,White,Male,PROPERTY - DAMAGE,0,1,2017
18 - 25,None,1991,Female,White,White,Male,"OPEN - BUILDING, DOOR, ETC.",0,0,2017
18 - 25,Lethal Cutting Instrument,1971,Male,White,White,Male,OBS - FIGHT - IP - PHYSICAL (NO WEAPONS),0,1,2017
18 - 25,None,1991,Male,White,White,Female,DISTURBANCE - DV CRITICAL,0,0,2017
56 and Above,None,1989,Male,White,Black or African American,Female,DISTURBANCE,0,0,2017
18 - 25,None,1986,Male,White,Asian,Male,DISTURBANCE - DV CRITICAL,0,1,2017
26 - 35,None,1992,Male,White,American Indian or Alaska Native,Female,AUTO RECOVERY,0,0,2017
26 - 35,None,1992,Male,White,Asian,Male,SUSPICIOUS STOP - OFFICER INITIATED ONVIEW,0,1,2017
26 - 35,Lethal Cutting Instrument,1992,Male,White,Asian,Male,SUSPICIOUS STOP - OFFICER INITIATED ONVIEW,0,1,2017
18 - 25,None,1982,Male,White,White,Male,DISTURBANCE,0,1,2017
36 - 45,None,1982,Male,White,Black or African American,Male,DISTURBANCE,0,1,2017
18 - 25,None,1984,Male,White,Black or African American,Male,PERSON IN BEHAVIORAL/EMOTIONAL CRISIS,0,0,2017
26 - 35,None,1967,Male,White,White,Female,"SUSPICIOUS PERSON, VEHICLE, OR INCIDENT",0,0,2017
26 - 35,None,1967,Male,White,Black or African American,Female,DISTURBANCE,0,0,2017
36 - 45,None,1991,Male,Declined to Answer,White,Female,ASLT - CRITICAL (NO SHOOTINGS),0,0,2017
56 and Above,None,1977,Male,White,Black or African American,Female,ASLT - CRITICAL (NO SHOOTINGS),0,0,2017
36 - 45,None,1991,Male,White,Black or African American,Male,TRAFFIC - ROAD RAGE,0,0,2017
36 - 45,Firearm Other,1986,Male,Asian,White,Male,NUISANCE,0,0,2017
18 - 25,None,1992,Male,White,Asian,Male,FOOT - ELUDING POLICE,0,1,2017
36 - 45,None,1971,Male,White,White,Male,DISTURBANCE,0,0,2017
36 - 45,None,1987,Female,Two or More Races,Black or African American,Male,THREATS (INCLS IN-PERSON/BY PHONE/IN WRITING),0,1,2017
26 - 35,None,1978,Male,Native Hawaiian or Other Pacific Islander,White,Male,SUSPICIOUS STOP - OFFICER INITIATED ONVIEW,0,1,2017
46 - 55,None,1967,Male,White,White,Male,"SUSPICIOUS PERSON, VEHICLE, OR INCIDENT",0,0,2017
26 - 35,None,1991,Male,Declined to Answer,Black or African American,Male,ASLT - CRITICAL (NO SHOOTINGS),0,0,2017
46 - 55,None,1988,Male,White,Black or African American,Male,"SUSPICIOUS PERSON, VEHICLE, OR INCIDENT",0,0,2017
26 - 35,None,1987,Male,White,Black or African American,Male,THEFT (DOES NOT INCLUDE SHOPLIFT OR SVCS),0,0,2017
36 - 45,None,1992,Male,White,White,Male,"LEWD -  (EXPOSING, FLASHING)",0,0,2017
36 - 45,None,1978,Male,White,White,Male,SUSPICIOUS STOP - OFFICER INITIATED ONVIEW,0,0,2017
26 - 35,None,1964,Male,White,White,Male,"ALARM - COMM, SILENT/AUD BURG (INCL BANKS)",0,0,2017
26 - 35,None,1985,Male,White,Asian,Male,TRESPASS,0,0,2017
56 and Above,None,1990,Male,White,Black or African American,Male,ROBBERY - CRITICAL (INCLUDES STRONG ARM),0,0,2017
18 - 25,None,1984,Male,White,White,Female,"SUSPICIOUS PERSON, VEHICLE, OR INCIDENT",0,0,2017
56 and Above,None,1982,Male,White,Multi-Racial,Unable to Determine,"NARCOTICS - VIOLATIONS (LOITER, USE, SELL, NARS)",0,0,2017
18 - 25,None,1988,Male,White,Hispanic,Male,ASLT - DV CRITICAL,0,1,2017
36 - 45,None,1988,Male,White,American Indian or Alaska Native,Male,OBS - FIGHT - IP - PHYSICAL (NO WEAPONS),0,0,2017
56 and Above,None,1987,Female,White,White,Male,ASLT - CRITICAL (NO SHOOTINGS),0,1,2017
18 - 25,None,1985,Male,White,Black or African American,Female,DISTURBANCE,0,0,2017
18 - 25,None,1986,Male,Declined to Answer,Black or African American,Male,TRESPASS,0,1,2017
36 - 45,None,1988,Male,White,American Indian or Alaska Native,Female,OBS - FIGHT - IP - PHYSICAL (NO WEAPONS),0,0,2017
18 - 25,None,1986,Male,Declined to Answer,White,Male,TRESPASS,0,1,2017
26 - 35,None,1986,Male,White,White,Male,"OBS WEAPN-IP/JO-GUN,DEADLY WPN (NO THRT/ASLT/DIST)",0,1,2017
26 - 35,Lethal Cutting Instrument,1992,Male,White,Multi-Racial,Male,ASLT - CRITICAL (NO SHOOTINGS),0,0,2017
26 - 35,Lethal Cutting Instrument,1959,Male,White,White,Male,OBS - FIGHT - IP - PHYSICAL (NO WEAPONS),0,1,2017
36 - 45,None,1989,Male,White,White,Male,"LEWD -  (EXPOSING, FLASHING)",0,0,2017
36 - 45,None,1969,Male,White,White,Male,"SUSPICIOUS PERSON, VEHICLE, OR INCIDENT",0,0,2017
18 - 25,None,1985,Male,White,Black or African American,Male,DISTURBANCE,0,0,2017
18 - 25,None,1971,Male,White,White,Female,"SUSPICIOUS PERSON, VEHICLE, OR INCIDENT",0,0,2017
36 - 45,None,1980,Male,White,White,Male,DISTURBANCE,0,0,2017
26 - 35,None,1968,Male,Black or African American,Black or African American,Female,SHOPLIFT - THEFT,0,0,2017
46 - 55,None,1993,Male,White,White,Male,DISTURBANCE,0,0,2017
26 - 35,None,1991,Male,White,White,Male,ASLT - WITH OR W/O WPNS (NO SHOOTINGS),0,0,2017
36 - 45,None,1969,Male,White,Black or African American,Male,ROBBERY (INCL STRONG ARM),0,1,2017
26 - 35,None,1979,Male,White,Black or African American,Male,"NARCOTICS - VIOLATIONS (LOITER, USE, SELL, NARS)",0,0,2017
18 - 25,None,1987,Male,White,Black or African American,Male,"SUSPICIOUS PERSON, VEHICLE, OR INCIDENT",0,1,2017
36 - 45,Lethal Cutting Instrument,1967,Male,White,White,Male,DISTURBANCE,0,1,2017
18 - 25,None,1968,Male,White,White,Male,"SUSPICIOUS PERSON, VEHICLE, OR INCIDENT",0,1,2017
26 - 35,None,1983,Male,White,White,Male,SHOPLIFT - THEFT,0,0,2017
46 - 55,None,1954,Male,White,Black or African American,Male,"SUSPICIOUS PERSON, VEHICLE, OR INCIDENT",0,1,2017
26 - 35,None,1984,Male,White,Black or African American,Male,OBS - FIGHT - IP - PHYSICAL (NO WEAPONS),0,1,2017
26 - 35,Lethal Cutting Instrument,1987,Male,White,White,Male,OBS - DOWN - CHECK FOR PERSON DOWN,0,0,2017
18 - 25,None,1990,Male,White,White,Male,SUSPICIOUS STOP - OFFICER INITIATED ONVIEW,0,1,2017
36 - 45,None,1991,Male,White,Black or African American,Male,SHOPLIFT - THEFT,0,0,2017
36 - 45,None,1976,Male,White,White,Male,"SUSPICIOUS PERSON, VEHICLE, OR INCIDENT",0,0,2017
36 - 45,None,1976,Male,Declined to Answer,White,Male,WARRANT - FELONY PICKUP,0,1,2017
46 - 55,None,1975,Male,Native Hawaiian or Other Pacific Islander,White,Male,VICE - PROSTITUTION,0,0,2017
26 - 35,Lethal Cutting Instrument,1988,Male,White,White,Male,OBS - DOWN - CHECK FOR PERSON DOWN,0,1,2017
26 - 35,None,1975,Male,Native Hawaiian or Other Pacific Islander,White,Female,VICE - PROSTITUTION,0,0,2017
26 - 35,Lethal Cutting Instrument,1982,Male,White,American Indian or Alaska Native,Male,ASLT - CRITICAL (NO SHOOTINGS),0,1,2017
